title,year,trakt_id,slug,imdb_id,tmdb_id,user_rating_trakt,user_rating_normalized,rated_at,plays,last_watched_at
Nosferatu,2024,808857,nosferatu-2024,tt5040012,426063,,,,1,2026-01-24T13:13:00.000Z
Nobody 2,2025,810123,nobody-2-2025,tt28996126,1007734,,,,1,2026-01-24T14:52:00.000Z
A Real Pain,2024,815128,a-real-pain-2024,tt21823606,1013850,,,,1,2025-03-09T18:42:00.000Z
Trap,2024,830863,trap-2024,tt26753003,1032823,,,,1,2026-06-14T20:16:00.000Z
One Battle After Another,2025,848797,one-battle-after-another-2025,tt30144839,1054867,,,,1,2026-01-24T13:13:00.000Z
Superman,2025,853702,superman-2025,tt5950044,1061474,,,,1,2026-01-24T12:14:00.000Z
Anora,2024,856080,anora-2024,tt28607951,1064213,,,,1,2026-01-24T12:13:00.000Z
Weapons,2025,867094,weapons-2025,tt26581740,1078605,,,,1,2025-09-19T23:27:00.000Z
Companion,2025,871757,companion-2025,tt26584495,1084199,,,,1,2025-04-20T14:00:00.000Z
The Count of Monte Cristo,2024,872064,the-count-of-monte-cristo-2024,tt26446278,1084736,,,,1,2026-02-04T19:08:00.000Z
Parthenope,2024,892504,parthenope-2024,tt23853982,1109255,,,,1,2025-05-01T16:53:00.000Z
Bring Her Back,2025,927248,bring-her-back-2025,tt32246771,1151031,,,,1,2026-01-24T12:13:00.000Z
Our Fault,2025,931834,our-fault-2025,tt33311244,1156594,,,,1,2026-01-24T14:51:00.000Z
Longlegs,2024,991188,longlegs-2024,tt23468450,1226578,,,,1,2026-01-24T12:14:00.000Z
Sinners,2025,997581,sinners-2025,tt31193180,1233413,,,,1,2026-01-24T12:13:00.000Z
Dracula,2025,1009185,dracula-2025,tt31434030,1246049,,,,1,2026-01-24T14:49:00.000Z
Obsession,2026,1095879,obsession-2026,tt37287335,1339713,,,,1,2026-06-07T16:42:00.000Z
The Housemaid,2025,1117195,the-housemaid-2025,tt27543632,1368166,,,,1,2026-03-22T13:01:00.000Z
Sundays,2025,1181529,sundays-2025,tt35513027,1443576,,,,1,2026-04-11T22:49:00.000Z
